id;lat;lng;name
222351;49.907507010467;24.29258197546;на вимогу
222352;49.907249626379;24.294019639492;на вимогу
222353;49.9089821921;24.280860722065;на вимогу
222354;49.90901846649;24.281507134438;на вимогу
222355;49.917179510586;24.210281074047;на вимогу
222356;49.917386757216;24.210171103477;на вимогу
222357;49.917105246994;24.200528562069;на вимогу
222358;49.917310766888;24.199815094471;на вимогу
222359;49.834595202091;24.126445949077;с. Лисиничі
222360;49.834351269343;24.126684665679;с. Лисиничі
222361;49.832498378295;24.130753576755;на вимогу
222362;49.832271735956;24.131016433239;на вимогу
222365;49.626207057756;23.693035840988;Комарно
222366;49.722214595583;23.738330304623;смт Великий Любінь
222367;49.722252744275;23.738593161106;смт Великий Любінь
222368;49.786760867577;23.865633308887;с. Оброшине
222369;49.786672549483;23.865303397179;с. Оброшине
222370;49.769269012071;23.840444684029;с. Ставчани
222371;49.768917343544;23.841104507446;с. Ставчани
222372;49.758442341826;23.800576329231;с. Підгайці
222373;49.758483927518;23.79995405674;с. Підгайці
222374;49.751134835537;23.780671656132;с. Любовичі
222375;49.751146966528;23.781369030476;с. Любовичі
222376;49.695577761197;23.731871545315;на вимогу
222377;49.695695739915;23.732332885265;на вимогу
222378;49.689282834285;23.731812536716;с. Бірче
222379;49.689216896337;23.731546998024;с. Бірче
222380;49.664239069905;23.736578822136;с. Чуловичі
222381;49.664197403444;23.736450076103;с. Чуловичі
222382;49.642539904575;23.736750483513;с. Якимчиці
222383;49.642435691903;23.736364245415;с. Якимчиці
222384;49.629365655042;23.721767663956;с. Кліцько
222385;49.62945252226;23.721950054169;с. Кліцько
222386;49.838171011158;24.120333194733;вул. Львівська
222387;49.837864820153;24.120360016823;вул. Львівська
222388;49.811919769875;23.893337845802;на вимогу
222389;49.811362440633;23.893101811409;на вимогу
222390;49.826383853247;24.135782718658;Обласний госпіталь та реабілітарій
222391;49.836015523657;24.069829881191;Автостанція №6
222392;49.822147871686;24.032501578331;Музей Івана Франка
222393;49.826586298961;24.135471582413;Обласний госпіталь та реабілітарій
